	POPTR_0007s15210g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	POPTR_0014s003601g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	POPTR_0019s10800g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	POPTR_0014s00370g|GCF_000002775.3_Poptr2_0_genomic-Populus_trichocarpa	LOC104810283|GCF_000463585.1_ASM46358v1_genomic-Cleome_hassleriana	LOC104815706|GCF_000463585.1_ASM46358v1_genomic-Cleome_hassleriana	LOC104817918|GCF_000463585.1_ASM46358v1_genomic-Cleome_hassleriana	AA_scaffold1218_83.mRNA1|A.arabicum-Aethionema_arabicum	ARALYDRAFT_477013|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	Araha.16220s0012|Ahalleri_264_v1-Arabidopsis_halleri	AT1G78500|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	LOC104751748|GCF_000633955.1_Cs_genomic-Camelina_sativa	LOC104713532|GCF_000633955.1_Cs_genomic-Camelina_sativa	ARALYDRAFT_316749|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	AA_scaffold1218_81.mRNA1|A.arabicum-Aethionema_arabicum	BniB034081|BniB_genome-Brassica_nigra	BjuB035194|Bju_genome-Brassica_juncea	BniB016249|BniB_genome-Brassica_nigra	LOC106310247|GCF_000695525.1_BOL_genomic-Brassica_oleracea	BjuA036670|Bju_genome-Brassica_juncea	LOC103842460|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	LOC106369564|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	ARALYDRAFT_684149|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	AT5G48010|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	EUTSA_v10027177mg|GCF_000478725.1_Eutsalg1_0_genomic-Eutrema_salsugineum	Araha.24309s0002|Ahalleri_264_v1-Arabidopsis_halleri	AT4G15340|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	LOC10473_945|GCF_000633955.1_Cs_genomic-Camelina_sativa	LOC10471_2305|GCF_000633955.1_Cs_genomic-Camelina_sativa	ARALYDRAFT_493357|GCF_000004255.1_v.1.0_genomic-Arabidopsis_lyrata	AT4G1537_1|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	AT5G42600|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	LOC104787556|GCF_000633955.1_Cs_genomic-Camelina_sativa	LOC104701250|GCF_000633955.1_Cs_genomic-Camelina_sativa	AA_scaffold713_23.mRNA1|A.arabicum-Aethionema_arabicum	AA_scaffold713_21.mRNA1|A.arabicum-Aethionema_arabicum	LOC106428891|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	BjuA019856|Bju_genome-Brassica_juncea	LOC10386_2218|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	BniB043456|BniB_genome-Brassica_nigra	BjuB025155|Bju_genome-Brassica_juncea	LOC106401978|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	LOC106345076|GCF_000695525.1_BOL_genomic-Brassica_oleracea	BjuB027108|Bju_genome-Brassica_juncea	BniB033509|BniB_genome-Brassica_nigra	LOC106338910|GCF_000695525.1_BOL_genomic-Brassica_oleracea	LOC106448501|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	LOC103864450|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	BjuA016076|Bju_genome-Brassica_juncea	CARUB_v10016727mg|GCF_000375325.1_Caprub1_0_genomic-Capsella_rubella	LOC104780146|GCF_000633955.1_Cs_genomic-Camelina_sativa	Bostr.0556s0559|Bstricta_278_v1-Boechera_stricta	AT3G29255|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	AT5G36150|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	Bostr.3877s0049|Bstricta_278_v1-Boechera_stricta
LOC104787556|GCF_000633955.1_Cs_genomic-Camelina_sativa	0.987675070763	0.985212445259	1.0	0.985212445259	0.966231822968	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.927482247353	1.0	1.0	1.0	1.0	1.0	1.0	0.972068250179	1.0	1	1.0	1.0	1.0	1.0	1.0	0.98590862751	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.965062856674	0.984613895416	0.959553897381	0.974961996078	1.0	0.968069672585	1.0	1.0	1.0	1.0	1.0	1.0
LOC104701250|GCF_000633955.1_Cs_genomic-Camelina_sativa	0.981733083725	0.98206526041	0.97947883606	0.98206526041	0.994955718517	1.0	0.994461238384	1.0	0.98231369257	0.971383154392	0.972641885281	0.969489812851	0.960881888866	0.98231369257	1.0	0.979842305183	1.0	0.990207791328	1.0	0.98960340023	0.991193890572	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.982884764671	1.0	0.992417752743	0.990662395954	1.0	1.0	1.0	0.989786565304	0.967668473721	0.981809258461	0.980510413647	0.979026138783	0.987062036991	0.981727302074	0.972734034061	1.0	0.983345448971	1.0	1.0
AA_scaffold713_23.mRNA1|A.arabicum-Aethionema_arabicum	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.986549735069	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	0.983940303326	1.0	1.0	0	1	0.908684551716	0.901583492756	0.907316446304	0.816766500473	0.921340465546	1.0	0.908475935459	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AA_scaffold713_21.mRNA1|A.arabicum-Aethionema_arabicum	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.986549735069	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	0.983940303326	1.0	1.0	1	0	0.908684551716	0.901583492756	0.907316446304	0.816766500473	0.921340465546	1.0	0.908475935459	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LOC106428891|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	0.948849976063	0.987356603146	0.987733542919	0.987356603146	0.968268752098	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	0.980194032192	0.968328118324	0.977769255638	1.0	0.980194032192	1.0	1.0	0.982884764671	0.908684551716	0.908684551716	0	0.851392686367	0.708337545395	0.772372603416	0.958838045597	1.0	0.713477611542	1.0	0.992189288139	0.982877671719	0.985010802746	0.96543866396	1.0	0.987078428268	0.984362959862	1.0	1.0	1.0	0.942436933517
BjuA019856|Bju_genome-Brassica_juncea	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.901583492756	0.901583492756	0.851392686367	0	0.620214641094	0.478266328573	0.810219466686	0.90499997139	0.625580430031	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
LOC10386_2218|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	0.976105749607	1.0	1.0	1.0	0.970624387264	1.0	1.0	1.0	1.0	1.0	0.987299084663	1.0	1.0	1.0	1.0	0.994285702705	1.0	1.0	0.987590372562	1.0	0.993273615837	1.0	1.0	0.990170359612	0.995338797569	1	0.97259581089	0.967401266098	0.977183282375	1.0	0.97259581089	1.0	1.0	0.992417752743	0.907316446304	0.907316446304	0.708337545395	0.620214641094	0	0.613331854343	0.846425175667	0.949415206909	0.703770399094	1.0	0.970026493073	0.98240852356	0.985016822815	0.956665039062	1.0	0.986363172531	0.984208464622	1.0	1.0	0.985489606857	0.94350373745
BniB043456|BniB_genome-Brassica_nigra	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.990662395954	0.816766500473	0.816766500473	0.772372603416	0.478266328573	0.613331854343	0	0.755392313004	1.0	0.675901651382	1.0	0.99005061388	0.980220615864	0.974546730518	0.986506342888	1.0	0.980637252331	0.976410746574	1.0	1.0	1.0	1.0
BjuB025155|Bju_genome-Brassica_juncea	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.983738422394	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.994660019875	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.921340465546	0.921340465546	0.958838045597	0.810219466686	0.846425175667	0.755392313004	0	0.954999983311	0.84901446104	1.0	0.986958324909	1.0	1.0	1.0	1.0	0.972018241882	1.0	1.0	1.0	0.975389301777	1.0
LOC106401978|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	1.0	0.983928024769	1.0	0.983928024769	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.965530276299	1.0	1.0	0.976867258549	1.0	1.0	1.0	1.0	1.0	0.9947270751	1	1.0	1.0	0.989899337292	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.90499997139	0.949415206909	1.0	0.954999983311	0	0.949999988079	1.0	0.967268705368	0.987959384918	1.0	1.0	1.0	0.923214495182	1.0	1.0	1.0	0.946554720402	1.0
LOC106345076|GCF_000695525.1_BOL_genomic-Brassica_oleracea	1.0	1.0	1.0	1.0	1.0	0.971696257591	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.908475935459	0.908475935459	0.713477611542	0.625580430031	0.703770399094	0.675901651382	0.84901446104	0.949999988079	0	1.0	1.0	1.0	1.0	1.0	1.0	0.984010398388	1.0	1.0	1.0	1.0	1.0
BjuB027108|Bju_genome-Brassica_juncea	0.979671061039	0.97574198246	0.988632559776	0.97574198246	0.973644375801	1.0	0.989624202251	1.0	0.992101550102	0.978843331337	0.984722733498	0.975480854511	0.976004362106	0.992101550102	1.0	0.990958511829	1.0	1.0	1.0	0.890955746174	0.911677181721	1.0	1.0	1.0	0.993412077427	1	0.989612102509	1.0	0.991251587868	0.979579865932	0.989612102509	0.990269899368	0.965062856674	0.989786565304	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0.826620697975	0.700739264488	0.654554665089	0.875024318695	0.806799352169	1.0	1.0	1.0	0.987674713135	1.0	1.0
BniB033509|BniB_genome-Brassica_nigra	0.968214571476	0.957242488861	0.971484959126	0.957242488861	0.957379341125	1.0	0.990806877613	1.0	0.982737660408	0.990428388119	0.989640772343	0.989729821682	0.989809989929	0.982737660408	1.0	0.942519009113	1.0	0.98994743824	0.868603825569	0.836408674717	0.856751263142	1.0	1.0	1.0	0.989110350609	1	1.0	1.0	0.989202857018	0.993159115314	1.0	0.994107723236	0.984613895416	0.967668473721	1.0	1.0	0.992189288139	1.0	0.970026493073	0.99005061388	0.986958324909	0.967268705368	1.0	0.826620697975	0	0.670742571354	0.655478835106	0.803688168526	0.764728784561	0.951756894588	0.973906576633	1.0	0.9909491539	0.981467008591	1.0
LOC106338910|GCF_000695525.1_BOL_genomic-Brassica_oleracea	0.981530487537	0.972409904003	0.98783403635	0.972409904003	0.97847443819	1.0	0.989108622074	1.0	0.985038161278	0.985353529453	0.98496812582	0.98378944397	0.984028339386	0.985038161278	1.0	0.986123502254	1.0	1.0	0.81761097908	0.812355101109	0.843198418617	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	0.991876125336	1.0	0.992632210255	0.959553897381	0.981809258461	1.0	1.0	0.982877671719	1.0	0.98240852356	0.980220615864	1.0	0.987959384918	1.0	0.700739264488	0.670742571354	0	0.31308478117	0.692933320999	0.538615047932	0.977444827557	0.987925946712	1.0	0.987375319004	0.970381140709	1.0
LOC106448501|GCF_000686985.1_Brassica_napus_assembly_v1.0_genomic-Brassica_napus	0.979820907116	0.979621112347	0.986724317074	0.979621112347	0.977077782154	1.0	0.988575875759	1.0	0.984331250191	0.98311406374	0.98309725523	0.981058239937	0.981370329857	0.984331250191	1.0	0.992184877396	1.0	1.0	0.827077746391	0.801075637341	0.83699542284	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	0.991400897503	1.0	0.991932749748	0.974961996078	0.980510413647	1.0	1.0	0.985010802746	1.0	0.985016822815	0.974546730518	1.0	1.0	1.0	0.654554665089	0.655478835106	0.31308478117	0	0.660364627838	0.467348605394	0.986436188221	0.984864890575	1.0	0.986351430416	0.98077750206	1.0
LOC103864450|GCF_000309985.1_Brapa_1.0_genomic-Brassica_rapa	0.972038686275	0.987574756145	0.991399407387	0.987574756145	0.979210495949	1.0	0.990963339806	1.0	0.984071612358	0.991126358509	0.983952343464	0.990529119968	0.990608870983	0.984071612358	1.0	0.959948301315	1.0	0.989590346813	0.869203209877	0.866565465927	0.871613144875	0.975255727768	1.0	0.994514524937	1.0	1	0.981308877468	0.975826323032	0.984740674496	0.993743181229	0.981308877468	1.0	1.0	0.979026138783	1.0	1.0	0.96543866396	1.0	0.956665039062	0.986506342888	1.0	1.0	1.0	0.875024318695	0.803688168526	0.692933320999	0.660364627838	0	0.712491869926	0.9930742383	0.980259120464	1.0	0.991124093533	0.977373063564	0.971742331982
BjuA016076|Bju_genome-Brassica_juncea	0.977022886276	0.976088225842	0.984735548496	0.976088225842	0.985909342766	1.0	0.992775559425	1.0	0.98314255476	0.978356420994	0.979607224464	0.975017845631	0.975551068783	0.98314255476	1.0	0.991115808487	1.0	1.0	0.816231012344	0.883988857269	0.89678388834	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	0.990717887878	0.968069672585	0.987062036991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.806799352169	0.764728784561	0.538615047932	0.467348605394	0.712491869926	0	1.0	1.0	1.0	0.984523832798	1.0	1.0
CARUB_v10016727mg|GCF_000375325.1_Caprub1_0_genomic-Capsella_rubella	1.0	0.988977134228	1.0	0.988977134228	0.987147271633	0.972790896893	0.994032204151	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.958307385445	1.0	1.0	0.985117614269	1.0	1.0	1.0	1.0	1.0	0.994865000248	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.981727302074	1.0	1.0	0.987078428268	1.0	0.986363172531	0.980637252331	0.972018241882	0.923214495182	0.984010398388	1.0	0.951756894588	0.977444827557	0.986436188221	0.9930742383	1.0	0	0.784387648106	0.929083824158	1.0	0.960748970509	1.0
LOC104780146|GCF_000633955.1_Cs_genomic-Camelina_sativa	1.0	1.0	1.0	1.0	0.97086840868	0.973809540272	0.993766248226	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.989279210567	1.0	0.96033012867	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.972734034061	1.0	1.0	0.984362959862	1.0	0.984208464622	0.976410746574	1.0	1.0	1.0	1.0	0.973906576633	0.987925946712	0.984864890575	0.980259120464	1.0	0.784387648106	0	0.89099997282	1.0	1.0	1.0
Bostr.0556s0559|Bstricta_278_v1-Boechera_stricta	1.0	1.0	1.0	1.0	0.984455764294	0.961625874043	0.99317163229	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.929083824158	0.89099997282	0	1.0	1.0	1.0
AT3G29255|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	0.991523504257	0.990589797497	0.990510344505	0.990589797497	1.0	1.0	0.96672475338	1.0	0.99064707756	0.985665619373	0.988315582275	0.984036922455	0.984183967113	0.99064707756	1.0	0.992503762245	1.0	1.0	1.0	0.991168439388	0.993317425251	1.0	1.0	1.0	1.0	1	1.0	0.980015695095	0.991430222988	1.0	1.0	1.0	1.0	0.983345448971	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.987674713135	0.9909491539	0.987375319004	0.986351430416	0.991124093533	0.984523832798	1.0	1.0	1.0	0	1.0	0.978671252728
AT5G36150|GCF_000001735.3_TAIR10_genomic-Arabidopsis_thaliana	1.0	0.990889251232	1.0	0.990889251232	1.0	1.0	1.0	1.0	0.992752730846	1.0	0.985466659069	0.975510179996	0.976339280605	0.992752730846	1.0	0.97991245985	1.0	1.0	0.938583672047	1.0	0.989435374737	1.0	1.0	0.989703536034	0.995579481125	1	0.991300404072	1.0	1.0	1.0	0.991300404072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.985489606857	1.0	0.975389301777	0.946554720402	1.0	1.0	0.981467008591	0.970381140709	0.98077750206	0.977373063564	1.0	0.960748970509	1.0	1.0	1.0	0	1.0
Bostr.3877s0049|Bstricta_278_v1-Boechera_stricta	0.97180891037	1.0	1.0	1.0	0.974568843842	1.0	0.990307331085	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.981521725655	1.0	1	0.977710545063	0.947916448116	0.966105043888	1.0	0.977710545063	1.0	1.0	1.0	1.0	1.0	0.942436933517	1.0	0.94350373745	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.971742331982	1.0	1.0	1.0	1.0	0.978671252728	1.0	0
