Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DDS index	Adjacency index	raw DDS non-anchor	raw DDS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
J01.cluster013	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	8	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_008467.2.cluster005	0.983930051327	0.00025824320619	0.0344827584922	0.0122311944142	0.0	0.987768828869	0.0	44	0	terpene - terpene	terpene
NC_027757.1.cluster002	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	31	0	terpene - terpene	terpene
NC_025685.1.cluster002	NC_025685.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	17	0	terpene - terpene	terpene
J01.cluster014	NC_025685.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	18	0	terpene - terpene	terpene
NC_003070.9.cluster010	Scaffold10004.cluster002	0.973067700863	0.000725347257685	0.0588235296309	0.0202234201133	0.0	0.97977656126	0.0	22	0	terpene - terpene	terpene
NC_024795.1.cluster003	NW_003301889.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	58	0	terpene - terpene	terpene
NC_008467.2.cluster005	NC_024795.1.cluster008	0.990904986858	8.27191324788e-05	0.019999999553	0.00679334113374	0.0	0.993206679821	0.0	75	0	terpene - terpene	terpene
B1.cluster005	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	9	0	terpene - terpene	terpene
B1.cluster008	NC_025685.1.cluster004	0.990207791328	9.58873351919e-05	0.0399999991059	0.00238961027935	0.0	0.997610390186	0.0	35	0	terpene - terpene	terpene
NC_025685.1.cluster004	NC_027757.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	40	0	terpene - terpene	terpene
NC_025685.1.cluster011	NW_003301889.1.cluster002	0.867311239243	0.0176063068211	0.166666671634	0.127876207232	0.0689655169845	0.872123777866	0.0	64	0	terpene - terpene	terpene
NC_025685.1.cluster010	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
NC_025685.1.cluster017	NC_027757.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
NC_003070.9.cluster009	NC_003070.9.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	46	0	terpene - terpene	terpene
J01.cluster002	Scaffold10004.cluster001	0.978356420994	0.000468444661237	0.0666666701436	0.0110803321004	0.0	0.98891967535	0.0	19	0	terpene - terpene	terpene
J01.cluster013	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	7	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	17	0	terpene - terpene	terpene
NC_027757.1.cluster002	NW_003301889.1.cluster009	0.984331250191	0.000245509436354	0.0243902429938	0.0143875898793	0.0	0.985612392426	0.0	60	0	terpene - terpene	terpene
NW_003301889.1.cluster002	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	41	0	terpene - terpene	terpene
NW_006256342.1.cluster007	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3	0	terpene - terpene	terpene
J01.cluster014	NC_003070.9.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	23	0	terpene - terpene	terpene
B1.cluster001	NC_025685.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	14	0	terpene - terpene	terpene
NC_024795.1.cluster003	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	27	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NW_003301889.1.cluster009	0.929391562939	0.00498554902151	0.142857149243	0.0522397980094	0.0571428574622	0.947760224342	0.0	43	0	terpene - terpene	terpene
Scaffold10004.cluster002	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	10	0	terpene - terpene	terpene
NC_008467.2.cluster005	NC_025685.1.cluster011	0.982485294342	0.000306764821289	0.0500000007451	0.00863071531057	0.0208333339542	0.991369307041	0.0	64	0	terpene - terpene	terpene
B1.cluster005	NC_027757.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	9	0	terpene - terpene	terpene
NC_024795.1.cluster002	NW_010960187.1.cluster008	0.990963339806	8.16607789602e-05	0.0256410259753	0.00521124014631	0.0	0.994788765907	0.0	109	0	terpene - terpene	terpene
B1.cluster008	NC_024795.1.cluster002	0.989590346813	0.000108361411549	0.0322580635548	0.00527742132545	0.0	0.994722604752	0.0	41	0	terpene - terpene	terpene
NC_025685.1.cluster004	NC_025685.1.cluster011	1.0	0.0	0.0	0.0	0.0	1.0	1.0	68	0	terpene - terpene	terpene
NC_025685.1.cluster011	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	34	0	terpene - terpene	terpene
NC_025685.1.cluster017	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
J01.cluster003	J01.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	17	0	terpene - terpene	terpene
J01.cluster002	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	54	0	terpene - terpene	terpene
J01.cluster013	NC_027757.1.cluster014	0.954999983311	0.00202500005253	0.10000000149	0.0333333350718	0.0	0.966666638851	0.0	10	0	terpene - terpene	terpene
NC_027748.1.cluster002	Scaffold10004.cluster001	0.985353529453	0.000214518920984	0.0454545468092	0.00740740727633	0.0	0.992592573166	0.0	27	0	terpene - terpene	terpene
NC_027757.1.cluster002	NC_027757.1.cluster016	0.985010802746	0.00022467544477	0.0357142873108	0.0104617606848	0.0	0.989538252354	0.0	33	0	terpene - terpene	terpene
NW_003301889.1.cluster002	Scaffold10004.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	46	0	terpene - terpene	terpene
J01.cluster007	NC_003070.9.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	51	0	terpene - terpene	terpene
NW_006256342.1.cluster007	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
B1.cluster001	NC_003070.9.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	28	0	terpene - terpene	terpene
NC_024795.1.cluster003	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	17	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_027748.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
NC_008467.2.cluster005	NW_006238579.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
B1.cluster005	NC_003070.9.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
NC_024795.1.cluster002	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	45	0	terpene - terpene	terpene
B1.cluster008	NC_003070.9.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	14	0	terpene - terpene	terpene
NC_025685.1.cluster011	Scaffold10012.cluster004	0.947916448116	0.00271269795485	0.107142858207	0.0368329249322	0.0606060624123	0.963167071342	0.0	38	0	terpene - terpene	terpene
NC_027757.1.cluster009	NC_027757.1.cluster016	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
B1.cluster006	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	36	0	terpene - terpene	terpene
J01.cluster003	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	40	0	terpene - terpene	terpene
J01.cluster002	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	29	0	terpene - terpene	terpene
J01.cluster013	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	10	0	terpene - terpene	terpene
NC_003070.9.cluster007	NW_010960187.1.cluster003	0.969953536987	0.000902790459804	0.0714285746217	0.0200481601059	0.0144927538931	0.979951858521	0.0	74	0	terpene - terpene	terpene
NW_003301889.1.cluster002	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
J01.cluster007	NC_008467.2.cluster005	0.988368093967	0.000135301452246	0.0263157896698	0.00849167630076	0.0	0.991508305073	0.0	60	0	terpene - terpene	terpene
NC_025685.1.cluster003	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	14	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
NC_008467.2.cluster005	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	34	0	terpene - terpene	terpene
B1.cluster005	NC_008467.2.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	35	0	terpene - terpene	terpene
NC_024795.1.cluster008	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	59	0	terpene - terpene	terpene
NC_025685.1.cluster004	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	36	0	terpene - terpene	terpene
NC_025685.1.cluster011	NW_006256342.1.cluster008	0.899572253227	0.0100857373327	0.16393442452	0.0833502411842	0.102564103901	0.916649758816	0.0	98	0	terpene - terpene	terpene
J01.cluster003	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	15	0	terpene - terpene	terpene
J01.cluster002	NC_025685.1.cluster014	0.975017845631	0.000624107255135	0.0769230797887	0.0127966972068	0.0	0.987203299999	0.0	17	0	terpene - terpene	terpene
J01.cluster013	NC_027757.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	25	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_027757.1.cluster016	0.980194032192	0.000392277201172	0.0454545468092	0.0129795838147	0.0196078438312	0.987020432949	0.0	57	0	terpene - terpene	terpene
NC_027748.1.cluster002	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	37	0	terpene - terpene	terpene
NC_027757.1.cluster014	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
J01.cluster007	NC_025685.1.cluster007	0.98367613554	0.000266467657639	0.0434782616794	0.0101709133014	0.0	0.989829063416	0.0	33	0	terpene - terpene	terpene
NC_003070.9.cluster005	NC_003070.9.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	51	0	terpene - terpene	terpene
J01.cluster017	NC_024795.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	45	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	8	0	terpene - terpene	terpene
B1.cluster005	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NC_024795.1.cluster008	NW_006238579.1.cluster001	0.990520954132	8.98522994248e-05	0.0285714287311	0.0050196791999	0.0	0.994980335236	0.0	47	0	terpene - terpene	terpene
NC_008467.2.cluster007	NC_025685.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	26	0	terpene - terpene	terpene
B1.cluster006	NC_027748.1.cluster008	0.868603825569	0.0172649603337	0.166666671634	0.121978551149	0.131578952074	0.878021419048	0.0	41	0	terpene - terpene	terpene
J01.cluster003	NC_025685.1.cluster012	1.0	0.0	0.0	0.0	0.0	1.0	1.0	8	0	terpene - terpene	terpene
J01.cluster002	NC_025685.1.cluster003	0.968069672585	0.00101954478305	0.0833333358169	0.0203515272588	0.0	0.979648470879	0.0	23	0	terpene - terpene	terpene
NC_025685.1.cluster007	NC_027757.1.cluster016	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
NC_025685.1.cluster012	NW_006238579.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	13	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_025685.1.cluster012	1.0	0.0	0.0	0.0	0.0	1.0	1.0	46	0	terpene - terpene	terpene
NC_027748.1.cluster002	NW_003301889.1.cluster002	0.991876125336	6.59969591652e-05	0.0204081628472	0.00538962474093	0.0	0.994610369205	0.0	61	0	terpene - terpene	terpene
J01.cluster014	NW_010960187.1.cluster008	0.989624202251	0.000107656574983	0.0357142873108	0.00431054877117	0.0	0.995689451694	0.0	80	0	terpene - terpene	terpene
NC_003070.9.cluster005	NC_024795.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	44	0	terpene - terpene	terpene
NW_003301889.1.cluster009	Scaffold10012.cluster005	1.0	0.0	0.0	0.0	0.0	1.0	1.0	45	0	terpene - terpene	terpene
NW_006256342.1.cluster008	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	80	0	terpene - terpene	terpene
J01.cluster017	NC_003070.9.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	25	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	J01.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	33	0	terpene - terpene	terpene
B1.cluster005	B1.cluster006	0.99005061388	9.89906329778e-05	0.0322580635548	0.00466372119263	0.0	0.995336294174	0.0	42	0	terpene - terpene	terpene
NC_024795.1.cluster008	Scaffold10004.cluster001	0.989614844322	0.000107851068606	0.0270270276815	0.00663964217529	0.0	0.993360340595	0.0	49	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	7	0	terpene - terpene	terpene
NC_008467.2.cluster007	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	20	0	terpene - terpene	terpene
B1.cluster006	NW_003301889.1.cluster009	0.982737660408	0.000297988241073	0.0392156876624	0.0125589314848	0.0	0.987441062927	0.0	75	0	terpene - terpene	terpene
J01.cluster003	NC_027757.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	7	0	terpene - terpene	terpene
J01.cluster002	NC_003070.9.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	58	0	terpene - terpene	terpene
NC_025685.1.cluster007	NC_025685.1.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_024795.1.cluster003	0.97259581089	0.000750990351662	0.0714285746217	0.0161841288209	0.0196078438312	0.983815848827	0.0	56	0	terpene - terpene	terpene
NC_027748.1.cluster002	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	30	0	terpene - terpene	terpene
J01.cluster007	NC_003070.9.cluster005	0.991168439388	7.79960319051e-05	0.0294117648154	0.00393224461004	0.0	0.996067762375	0.0	57	0	terpene - terpene	terpene
J01.cluster014	NW_003301889.1.cluster002	0.979579865932	0.000416982307797	0.0500000007451	0.0138935260475	0.0	0.986106455326	0.0	49	0	terpene - terpene	terpene
NC_027748.1.cluster004	NW_010960187.1.cluster007	0.971696257591	0.00080110214185	0.0416666679084	0.0266272183508	0.0	0.973372757435	0.0	26	0	terpene - terpene	terpene
NW_003301889.1.cluster009	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	55	0	terpene - terpene	terpene
J01.cluster009	NC_008467.2.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	30	0	terpene - terpene	terpene
B1.cluster005	J01.cluster017	1.0	0.0	0.0	0.0	0.0	1.0	1.0	9	0	terpene - terpene	terpene
NC_024795.1.cluster008	Scaffold10004.cluster002	0.991918385029	6.53128881822e-05	0.03125	0.0024421850685	0.0	0.99755781889	0.0	44	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NC_027757.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	22	0	terpene - terpene	terpene
NC_008467.2.cluster007	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	59	0	terpene - terpene	terpene
B1.cluster006	NC_008467.2.cluster005	0.968214571476	0.00101031374652	0.10000000149	0.0144067211077	0.0196078438312	0.985593259335	0.0	63	0	terpene - terpene	terpene
J01.cluster003	NW_006238579.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	17	0	terpene - terpene	terpene
J01.cluster002	J01.cluster007	0.883988857269	0.0134585909545	0.153846159577	0.105812780559	0.117647059262	0.89418721199	0.0	36	0	terpene - terpene	terpene
NC_025685.1.cluster012	Scaffold10004.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_025685.1.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	48	0	terpene - terpene	terpene
B1.cluster007	NW_010960187.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	59	0	terpene - terpene	terpene
J01.cluster007	NW_006256342.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	30	0	terpene - terpene	terpene
J01.cluster014	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	19	0	terpene - terpene	terpene
NC_003070.9.cluster008	NW_006256342.1.cluster007	0.972870230675	0.000736023765057	0.0909090936184	0.0119305858389	0.0	0.988069415092	0.0	12	0	terpene - terpene	terpene
NC_024795.1.cluster003	NC_025685.1.cluster009	0.977183282375	0.00052060285816	0.0392156876624	0.0188153553754	0.0172413792461	0.981184661388	0.0	65	0	terpene - terpene	terpene
J01.cluster009	NC_003070.9.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	15	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	J01.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	18	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4	0	terpene - terpene	terpene
NC_008467.2.cluster007	NW_010960187.1.cluster008	0.991043925285	8.02114009275e-05	0.0317460335791	0.00347583391704	0.0	0.99652415514	0.0	88	0	terpene - terpene	terpene
B1.cluster006	NC_003070.9.cluster010	1.0	0.0	0.0	0.0	0.0	1.0	1.0	57	0	terpene - terpene	terpene
NC_025685.1.cluster002	NC_025685.1.cluster011	1.0	0.0	0.0	0.0	0.0	1.0	1.0	40	0	terpene - terpene	terpene
NC_025685.1.cluster007	NW_010960187.1.cluster008	0.994335651398	3.20846993418e-05	0.0192307699472	0.00242424244061	0.0	0.997575759888	0.0	75	0	terpene - terpene	terpene
NC_025685.1.cluster012	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
NC_003070.9.cluster007	NC_008467.2.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	71	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_025685.1.cluster004	0.97947883606	0.000421117612859	0.0512820519507	0.0136863207445	0.0	0.986313700676	0.0	59	0	terpene - terpene	terpene
J01.cluster007	Scaffold10004.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	30	0	terpene - terpene	terpene
J01.cluster014	NC_025685.1.cluster014	0.975480854511	0.000601189036388	0.0833333358169	0.0104699861258	0.0	0.989530026913	0.0	14	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_027757.1.cluster014	0.946554720402	0.00285639846697	0.142857149243	0.028403237462	0.0714285746217	0.971596777439	0.0	15	0	terpene - terpene	terpene
NC_027748.1.cluster004	NC_027748.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	29	0	terpene - terpene	terpene
NC_027757.1.cluster016	NW_010960187.1.cluster003	0.968268752098	0.00100687192753	0.0731707289815	0.021314650774	0.0222222227603	0.978685379028	0.0	46	0	terpene - terpene	terpene
J01.cluster009	NC_024795.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	18	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_025685.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	56	0	terpene - terpene	terpene
NC_003070.9.cluster002	NC_027748.1.cluster002	0.98496812582	0.000225957133807	0.037037037313	0.0101659512147	0.0	0.989834070206	0.0	33	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	NW_006256342.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	82	0	terpene - terpene	terpene
B1.cluster006	NC_025685.1.cluster002	0.973906576633	0.000680866884068	0.0666666701436	0.0151086952537	0.0285714287311	0.984891295433	0.0	40	0	terpene - terpene	terpene
NC_025685.1.cluster002	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	15	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_024795.1.cluster002	0.991399407387	7.3970091762e-05	0.0217391308397	0.005670347251	0.0	0.994329631329	0.0	66	0	terpene - terpene	terpene
B1.cluster007	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	40	0	terpene - terpene	terpene
J01.cluster007	NC_025685.1.cluster014	0.983437776566	0.000274307065411	0.0434782616794	0.0104887541384	0.0	0.98951125145	0.0	32	0	terpene - terpene	terpene
NC_025685.1.cluster009	Scaffold10004.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	58	0	terpene - terpene	terpene
NC_025685.1.cluster014	NC_027757.1.cluster016	1.0	0.0	0.0	0.0	0.0	1.0	1.0	19	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_025685.1.cluster014	0.975510179996	0.000599750084803	0.0714285746217	0.0136054418981	0.0	0.986394584179	0.0	15	0	terpene - terpene	terpene
NC_027748.1.cluster004	NW_006238579.1.cluster002	0.984010398388	0.000255666789599	0.0416666679084	0.0102083329111	0.0	0.989791691303	0.0	25	0	terpene - terpene	terpene
NC_027757.1.cluster016	Scaffold10012.cluster004	0.942436933517	0.00331350439228	0.095238097012	0.0481793023646	0.047619048506	0.951820671558	0.0	22	0	terpene - terpene	terpene
J01.cluster017	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2	0	terpene - terpene	terpene
AA_scaffold1017.cluster002	NC_008467.2.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	23	0	terpene - terpene	terpene
NC_003070.9.cluster002	NW_006238579.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	24	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	J01.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	6	0	terpene - terpene	terpene
NC_025685.1.cluster002	NW_010960187.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	11	0	terpene - terpene	terpene
NW_006238579.1.cluster001	NW_006256342.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	83	0	terpene - terpene	terpene
B1.cluster001	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NC_008467.2.cluster009	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	31	0	terpene - terpene	terpene
B1.cluster007	NW_006238579.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	29	0	terpene - terpene	terpene
J01.cluster007	NW_003301889.1.cluster001	1.0	0.0	0.0	0.0	0.0	1.0	1.0	37	0	terpene - terpene	terpene
NC_025685.1.cluster014	NC_027748.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	19	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_025685.1.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	22	0	terpene - terpene	terpene
NC_027748.1.cluster004	NC_027757.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
J01.cluster017	NW_006238579.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	12	0	terpene - terpene	terpene
NC_003070.9.cluster009	Scaffold10012.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	33	0	terpene - terpene	terpene
NC_027748.1.cluster008	Scaffold10004.cluster009	0.963482141495	0.00133355392609	0.10000000149	0.0220238100737	0.0	0.977976202965	0.0	14	0	terpene - terpene	terpene
J01.cluster013	NC_024795.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	50	0	terpene - terpene	terpene
NW_010960187.1.cluster002	NW_010960187.1.cluster007	1.0	0.0	0.0	0.0	0.0	1.0	1.0	16	0	terpene - terpene	terpene
NC_003070.9.cluster002	NW_010960187.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	14	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	B1.cluster005	0.816766500473	0.033574514091	0.25	0.169311329722	0.125	0.830688655376	0.0	9	0	terpene - terpene	terpene
B1.cluster006	J01.cluster003	1.0	0.0	0.0	0.0	0.0	1.0	1.0	41	0	terpene - terpene	terpene
NW_006238579.1.cluster001	Scaffold10004.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	5	0	terpene - terpene	terpene
NC_003070.9.cluster010	NC_008467.2.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	49	0	terpene - terpene	terpene
B1.cluster001	NC_025685.1.cluster014	1.0	0.0	0.0	0.0	0.0	1.0	1.0	8	0	terpene - terpene	terpene
NC_008467.2.cluster009	NC_025685.1.cluster012	1.0	0.0	0.0	0.0	0.0	1.0	1.0	29	0	terpene - terpene	terpene
B1.cluster007	NC_024795.1.cluster002	0.959948301315	0.00160413654521	0.0816326513886	0.0316335223615	0.0	0.968366503716	0.0	62	0	terpene - terpene	terpene
J01.cluster007	NW_003301889.1.cluster002	0.992527723312	5.58346982871e-05	0.0192307699472	0.00483481073752	0.0	0.995165169239	0.0	68	0	terpene - terpene	terpene
NC_025685.1.cluster009	NC_025685.1.cluster012	1.0	0.0	0.0	0.0	0.0	1.0	1.0	54	0	terpene - terpene	terpene
NC_003070.9.cluster008	NC_025685.1.cluster004	1.0	0.0	0.0	0.0	0.0	1.0	1.0	47	0	terpene - terpene	terpene
NC_027757.1.cluster016	NW_003301889.1.cluster002	1.0	0.0	0.0	0.0	0.0	1.0	1.0	55	0	terpene - terpene	terpene
J01.cluster009	NW_010960187.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	74	0	terpene - terpene	terpene
J01.cluster017	NC_027757.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2	0	terpene - terpene	terpene
NC_003070.9.cluster009	NW_010960187.1.cluster008	1.0	0.0	0.0	0.0	0.0	1.0	1.0	95	0	terpene - terpene	terpene
NC_027748.1.cluster008	NW_006256342.1.cluster007	0.964057505131	0.00129186199047	0.10000000149	0.0212566424161	0.0	0.978743374348	0.0	14	0	terpene - terpene	terpene
NC_024795.1.cluster008	NC_025685.1.cluster007	0.98904132843	0.000120092292491	0.0285714287311	0.00699250306934	0.0	0.993007481098	0.0	48	0	terpene - terpene	terpene
J01.cluster013	NC_025685.1.cluster009	1.0	0.0	0.0	0.0	0.0	1.0	1.0	58	0	terpene - terpene	terpene
NC_003070.9.cluster002	Scaffold10004.cluster009	0.956069171429	0.00192991574295	0.0909090936184	0.034331984818	0.0	0.965668022633	0.0	13	0	terpene - terpene	terpene
AA_scaffold1017.cluster003	B1.cluster006	1.0	0.0	0.0	0.0	0.0	1.0	1.0	38	0	terpene - terpene	terpene
